Gene.description
Inpp5d
Atg16l1
Gm25395
Scarna6
Dgkd
Usp40
Dnajb3
Hjurp
Arl4c
Sh3bp4
Agap1
Asb18
Iqca
Ackr3
Cops8
Col6a3
Mlph
Lrrfip1
Ramp1
Ube2f
Scly
Ilkap
Hes6
Per2
Traf3ip1
Asb1
Gm29100
Hdac4
Ndufa10
Cops9
Gpc1
Dusp28
5033417F24Rik
Rnpepl1
Capn10
Kif1a
Crocc2
Sned1
Mterf4
Pask
Ppp1r7
Hdlbp
Septin2
Farp2
Stk25
Bok
Thap4
Atg4b
Dtymk
Ing5
D2hgdh
Neu4
Fam174a
St8sia4
Slco4c1
Panct2
D1Ertd622e
Ppip5k2
Gin1
Pam
Gm37140
B230216N24Rik
Cntnap5b
Cdh20
Rnf152
Pign
Relch
Tnfrsf11a
Gm7160
Zcchc2
Phlpp1
Gm38235
Bcl2
Kdsr
Vps4b
Serpinb8
Cdh7
Cdh19
Dsel
Cntnap5a
Tsn
Nifk
Clasp1
Tfcp2l1
Gli2
Inhbb
Ralb
Tmem185b
Epb41l5
Ptpn4
Gm37745
Tmem177
Dbi
Steap3
C1ql2
Celrr
Insig2
Gm37174
Ccdc93
Htr5b
Ddx18
Dpp10
Gm38073
Gm28299
Gm37717
Actr3
Slc35f5
Lypd1
Nckap5
Mgat5
Tmem163
Ccnt2
Map3k19
Rab3gap1
Zranb3
Gm28800
R3hdm1
Gm37868
Gm37407
Ubxn4
Lct
Mcm6
Dars
Thsd7b
Cd55
Pfkfb2
Yod1
AA986860
Mapkapk2
Gm37084
Dyrk3
Eif2d
Rassf5
Srgap2
Gm29488
Rab7b
Pm20d1
Slc41a1
Rab29
Nucks1
Elk4
Mfsd4a
Cdk18
Gm29695
Klhdc8a
Tmcc2
Dstyk
Rbbp5
Tmem81
Cntn2
Nfasc
Lrrn2
Mdm4
Pik3c2b
Ppp1r15b
Plekha6
Etnk2
Sox13
Snrpe
Zc3h11a
Gm38394
Atp2b4
Prelp
Fmod
Btg2
Chil1
Adora1
Ppfia4
Tmem183a
Cyb5r1
Adipor1
Klhl12
Rabif
Kdm5b
Syt2
Ppp1r12b
Gm37677
Lgr6
Ptprv
Ptpn7
Arl8a
Gpr37l1
Gm4204
Rnpep
Timm17a
Shisa4
Ipo9
Nav1
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Igfn1
Tmem9
Kif21b
Inava
Gpr25
Camsap2
Ddx59
Zfp281
Gm4258
Gm37298
A130050O07Rik
Gm26930
D130019J16Rik
Gm37534
Ptprc
Nek7
Lhx9
2310009B15Rik
Dennd1b
Crb1
Zbtb41
Cfh
Kcnt2
Gm37777
Cdc73
B3galt2
Glrx2
Ro60
Uchl5
Gm29170
Rgs2
Gm29514
Brinp3
Pla2g4a
Ptgs2
Odr4
Tpr
Prg4
Hmcn1
Gm10138
Ivns1abp
Swt1
Trmt1l
Gm37893
Rnf2
Fam129a
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Arpc5
Ncf2
Smg7
Nmnat2
Lamc2
Lamc1
Dhx9
Npl
Rgs8
Rgs16
Rnasel
Rgsl1
Teddm2
Glul
Cacna1e
Ier5
Mr1
Stx6
BC034090
Xpr1
Acbd6
Qsox1
Cep350
Tor1aip1
Tor1aip2
Fam163a
Tdrd5
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Rasal2
Gm37060
2810025M15Rik
Cryzl2
Sec16b
Brinp2
Astn1
Pappa2
Cop1
Tnr
4930523C07Rik
Mrps14
Cacybp
Rabgap1l
Gm37529
Gm37212
Gpr52
Rc3h1
Zbtb37
Gas5
Dars2
Cenpl
Klhl20
Ankrd45
Prdx6
Suco
Pigc
Dnm3
Eef1aknmt
Vamp4
Myoc
Prrc2c
Fmo1
Fmo2
Prrx1
Gorab
Mettl11b
Kifap3
Scyl3
Mettl18
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Mpc2
Mpzl1
Rcsd1
Creg1
Pou2f1
Ildr2
Gm15853
Tada1
Pogk
Gm16701
Fam78b
Uck2
Tmco1
Gm25911
Aldh9a1
Mgst3
Rxrg
Pbx1
Gm37524
Gm38381
Nuf2
Rgs5
Rgs4
Ccdc190
Hsd17b7
Ddr2
Uap1
Uhmk1
Gm7694
Nos1ap
Olfml2b
Atf6
Dusp12
Fcgr2b
Fcgr3
Sdhc
Pcp4l1
Tomm40l
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Nectin4
Arhgap30
Usf1
F11r
Alyref2
Cd84
Vangl2
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Igsf8
Atp1a2
Kcnj9
Kcnj10
Pigm
Igsf9
Tagln2
Cfap45
Dusp23
Ackr1
Cadm3
Aim2
Ifi203
Fmn2
Grem2
Rgs7
Fh1
Opn3
Chml
Pld5
Cep170
Sdccag8
Akt3
Zbtb18
Adss
Catspere2
Desi2
B230369F24Rik
Cox20
Hnrnpu
Gm38300
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Ahctf1
Cdc42bpa
Coq8a
Psen2
Gm5069
Itpkb
Stum
Gm37984
Parp1
Lin9
Acbd3
H3f3a
H3f3aos
Sde2
Pycr2
Lefty1
Tmem63a
Ephx1
Nvl
Cnih4
Wdr26
Cnih3
Dnah14
Lbr
Enah
Srp9
Degs1
1700047M11Rik
Fbxo28
Trp53bp2
Capn2
Gm37885
Gm37069
Susd4
Disp1
Brox
Aida
Mia3
Taf1a
Dusp10
Mtarc2
C130074G19Rik
Mark1
Rab3gap2
Iars2
Bpnt1
Eprs
Gm2061
Slc30a10
Lyplal1
Tgfb2
Rrp15
Gpatch2
Gm37254
Esrrg
Kctd3
Kcnk2
A430027H14Rik
Cenpf
Ptpn14
Smyd2
Prox1
Rps6kc1
Angel2
Vash2
Flvcr1
Tatdn3
D730003I15Rik
Nenf
Pacc1
Ppp2r5a
Gm32200
Dtl
Ints7
Lpgat1
1700034H15Rik
Slc30a1
Traf5
Rcor3
Gm10516
Kcnh1
Sertad4
Syt14
Utp25
A130010J15Rik
Lamb3
Hsd11b1
G0s2
Camk1g
Plxna2
Gm37783
Gm38036
Cd34
A330023F24Rik
Gm37334
9630010A21Rik
Cd46
Cr1l
Fam171a1
Nmt2
Rpp38
Dclre1c
Suv39h2
Hspa14
Gm45902
Cdnf
Fam107b
Frmd4a
Gm10862
Gm38085
Gm37814
Gm37107
Prpf18
Bend7
Sephs1
Phyh
Optn
Ccdc3
Camk1d
Cdc123
Nudt5
Sec61a2
Dhtkd1
Upf2
Proser2
Usp6nl
Celf2
Gm10855
Gm10115
Taf3
Atp5c1
Kin
Itih2
Itih5
Sfmbt2
Prkcq
Gm13293
Pfkfb3
Rbm17
Il15ra
Fbh1
Ankrd16
Itga8
E030013I19Rik
Mindy3
Pter
C1ql3
Gm37811
Rsu1
Trdmt1
Vim
St8sia6
Hacd1
D930036K23Rik
Stam
Gm37499
Mrc1
Slc39a12
Cacnb2
Nsun6
Arl5b
Plxdc2
Nebl
A930004D18Rik
Skida1
Mllt10
Dnajc1
Commd3
Bmi1
Spag6
Pip4k2a
4930447M23Rik
Msrb2
Otud1
Etl4
Arhgap21
Gm13375
Enkur
Thnsl1
Gpr158
Gm13341
Gm13340
Gad2
Apbb1ip
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
Nxph2
Spopl
Hnmt
Cacna1b
Ehmt1
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Nsmf
Nrarp
Tor4a
Nelfb
Tubb4b
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Grin1
Man1b1
Dpp7
Uap1l1
Entpd2
Npdc1
Abca2
Paxx
Ptgds
Fbxw5
Traf2
Edf1
Mamdc4
Phpt1
Ajm1
Rabl6
Tmem141
Bmyc
Kcnt1
Camsap1
Ubac1
Nacc2
Tmem250-ps
Qsox2
Ccdc187
Gpsm1
Dnlz
Snapc4
Gm13563
Entr1
Pmpca
Inpp5e
Sec16a
Notch1
Egfl7
Dipk1b
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Rexo4
Cacfd1
Slc2a6
Adamtsl2
Fam163b
Sardh
Vav2
Brd3os
Brd3
Wdr5
Gm25541
Rxra
Col5a1
Olfm1
Ppp1r26
1700007K13Rik
Mrps2
Ralgds
Gtf3c5
Tsc1
Ak8
Gtf3c4
Ddx31
Ttf1
Setx
Ntng2
6530402F18Rik
Med27
Rapgef1
Trub2
Coq4
Slc27a4
Urm1
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
Lrrc8a
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Crat
Gm16323
Ptpa
Ier5l
1700001O22Rik
Ntmt1
Asb6
Ptges
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Ncs1
Ass1
Fubp3
Exosc2
Abl1
Fibcd1
Lamc3
Aif1l
Nup214
Fam78a
Plpp7
Prrc2b
Pomt1
Uck1
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Lcn2
Ptges2
Slc25a25
Naif1
Fam102a
Dpm2
Pip5kl1
St6galnac4
St6galnac6
Ak1
Eng
Fpgs
Cdk9
Sh2d3c
6330409D20Rik
Tor2a
Ptrh1
Stxbp1
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Gm38299
Ralgps1
Angptl2
Zbtb34
Zbtb43
Mvb12b
Pbx3
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Psmd5
Cntrl
Rab14
Gsn
Stom
Ggta1
Gm13446
Dab2ip
Ttll11
Ndufa8
Lhx6
Rbm18
Mrrf
Ptgs1
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Crb2
Dennd1a
Lhx2
Nek6
Psmb7
Nr6a1
Olfml2a
Rpl35
Arpc5l
Golga1
Scai
Gm16523
Gm44027
Ppp6c
Gm13456
Lrp1b
Arhgap15
Gtdc1
Zeb2
Zeb2os
Acvr2a
Orc4
Mbd5
Ap2m1-ps
Epc2
Kif5c
Lypd6b
Lypd6
Mmadhc
Gm13483
Rnd3
Rbm43
Nmi
Tnfaip6
Rif1
Neb
Arl5a
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Rprm
Galnt13
Kcnj3
Nr4a2
Gpd2
Ermn
Acvr1c
Acvr1
Upp2
Ccdc148
Pkp4
Tanc1
Wdsub1
Baz2b
Marchf7
Cd302
Ly75
Rbms1
Tank
Psmd14
Tbr1
Slc4a10
Dpp4
Fap
Ifih1
Gca
Kcnh7
Fign
Grb14
Cobll1
Slc38a11
Scn3a
Scn2a
Csrnp3
Galnt3
Ttc21b
Scn1a
Gm13629
Scn9a
Scn7a
Gm13601
B3galt1
Stk39
Cers6
Nostrin
Bbs5
Fastkd1
Ppig
Ccdc173
Phospho2
Klhl23
Ssb
Mettl5
Ubr3
Myo3b
Gad1
Gorasp2
Tlk1
Mettl8
Dcaf17
Cybrd1
Dync1i2
Slc25a12
Hat1
Metap1d
Dlx1as
Dlx1
Dlx2
Itga6
Pdk1
Rapgef4
Map3k20
Cdca7
Sp3
Sp3os
Ola1
Sp9
Cir1
Scrn3
Gpr155
Wipf1
Chn1
Atf2
Atp5g3
Lnpk
Mtx2
2600014E21Rik
Hnrnpa3
Nfe2l2
Agps
Ttc30b
Ttc30a1
Pde11a
Rbm45
Osbpl6
Prkra
Fkbp7
Plekha3
Ttn
Ccdc141
Sestd1
Zfp385b
Cwc22
Ube2e3
Itga4
Cerkl
Neurod1
Itprid2
Pde1a
Dnajc10
Frzb
Nckap1
Gm13688
Dusp19
Nup35
Zfp804a
Zc3h15
Itgav
Fam171b
Calcrl
Tfpi
Ctnnd1
Selenoh
Tmx2
Med19
Zdhhc5
Clp1
Ypel4
Serping1
Ube2l6
Timm10
Rtn4rl2
Ssrp1
Tnks1bp1
Lrrc55
Ptprj
Nup160
Fnbp4
Mtch2
C1qtnf4
Ndufs3
Kbtbd4
Ptpmt1
Celf1
Psmc3
Slc39a13
Spi1
Mybpc3
Madd
Nr1h3
Acp2
Ddb2
Pacsin3
Arfgap2
1110051M20Rik
Lrp4
Ckap5
Zfp408
Arhgap1
Atg13
Harbi1
Ambra1
Chrm4
Mdk
Dgkz
Creb3l1
Phf21a
Pex16
Mapk8ip1
Cry2
Slc35c1
Chst1
Syt13
Prdm11
Trp53i11
Tspan18
Cd82
Alx4
Ext2
Accs
Gm13889
Alkbh3
Hsd17b12
Mir670hg
Ttc17
2810002D19Rik
Api5
Lrrc4c
B230118H07Rik
Traf6
Prr5l
Commd9
Ldlrad3
Trim44
Fjx1
Pamr1
Slc1a2
Cd44
Pdhx
Apip
Cat
Abtb2
Nat10
Caprin1
Lmo2
Fbxo3
Cd59a
D430041D05Rik
Hipk3
Cstf3
Tcp11l1
Qser1
Eif3m
Rcn1
Pax6
Elp4
Immp1l
Dnajc24
Mpped2
Arl14ep
Kcna4
Mettl15
Bdnf
Lin7c
Lgr4
Ccdc34
Fibin
Ano3
Lpcat4
Nop10
Slc12a6
Emc4
Katnbl1
Emc7
Chrm5
Aven
Ryr3
Fmn1
Grem1
Scg5
Arhgap11a
Gjd2
A530058N18Rik
Aqr
Zfp770
Dph6
BC052040
Meis2
G630016G05Rik
Tmco5
D330050G23Rik
Spred1
Fam98b
Rasgrp1
Thbs1
Gpr176
Eif2ak4
Srp14
Bmf
Bub1b
Pak6
Ankrd63
Plcb2
Inafm2
Ccdc9b
Disp2
Ivd
Bahd1
Chst14
Ccdc32
Rpusd2
Rmdn3
Dnajc17
Zfyve19
Spint1
Rhov
Vps18
Dll4
Chac1
Ino80
Exd1
Chp1
Oip5os1
Ndufaf1
Rtf1
Itpka
Ltk
Rpap1
Tyro3
Mga
Mapkbp1
Sptbn5
Ehd4
Pla2g4e
Vps39
Tmem87a
Ganc
Zfp106
Snap23
Lrrc57
Haus2
Stard9
Cdan1
Ttbk2
Ubr1
Tmem62
Ccndbp1
Lcmt2
Adal
Zscan29
Tubgcp4
Trp53bp1
Map1a
Ppip5k1
Ckmt1
Catsper2
Pdia3
Serf2
Hypk
Mfap1b
Mfap1a
Wdr76
Frmd5
Casc4
Ctdspl2
Eif3j1
Spg11
B2m
Sord
Shf
Gatm
Spata5l1
Slc30a4
Bloc1s6
Sqor
Sema6d
Myef2
Gm14004
Ctxn2
Dut
Fbn1
Cep152
Shc4
Eid1
Secisbp2l
Cops2
Galk2
Dtwd1
Slc27a2
Hdc
Gabpb1
Usp8
Trpm7
Sppl2a
Ap4e1
Blvra
Itpripl1
Snrnp200
Ciao1
Tmem127
Stard7
Fahd2a
Kcnip3
Zfp661
Mrps5
Mal
Nphp1
Mtln
Bcl2l11
Anapc1
Mertk
Tmem87b
Fbln7
Zc3h8
Gm10762
Zc3h6
Ttl
Polr1b
Chchd5
Gm4430
Slc20a1
Sirpa
Pdyn
Stk35
Tgm3
Snrpb
Nop56
Idh3b
Ebf4
Cpxm1
Pced1a
Vps16
Ptpra
Mrps26
Oxt
Avp
Ubox5
Fastkd5
Lzts3
Ddrgk1
Itpa
4930402H24Rik
A730017L22Rik
Atrn
Gfra4
Adam33
Hspa12b
1700037H04Rik
Spef1
Cenpb
Cdc25b
Ap5s1
Mavs
Pank2
Rnf24
Smox
Adra1d
Gm14285
5330413P13Rik
Prnp
Rassf2
Slc23a2
Tmem230
Pcna
Cds2
Prokr2
Gpcpd1
Shld1
Chgb
Trmt6
Mcm8
Crls1
Fermt1
Bmp2
Tmx4
Plcb1
Plcb4
Lamp5
Pak7
Ankef1
Snap25
Mkks
Slx4ip
Jag1
Btbd3
Gm14066
Ism1
Tasp1
Esf1
Ndufaf5
Macrod2
Flrt3
Kif16b
Snrpb2
Pcsk2os1
Pcsk2
Dstn
Rrbp1
Snx5
Snord17
Mgme1
Ovol2
Kat14
Zfp133-ps
Dzank1
Polr3f
Rbbp9
Sec23b
Smim26
Dtd1
Slc24a3
Rin2
Naa20
Crnkl1
Cfap61
Insm1
Ralgapa2
Kiz
Xrn2
Nkx2-2
Sstr4
Thbd
Cd93
Nxt1
Gzf1
Napb
Cst3
C530025M09Rik
Syndig1
Zfp120
Zfp937
3300002I08Rik
Zfp442
Apmap
Acss1
Entpd6
Pygb
Abhd12
Ninl
Nsfl1c
Fkbp1a
Snph
Tmem74b
Psmf1
Fam110a
Slc52a3
Scrt2
Srxn1
Csnk2a1
Tbc1d20
Rbck1
Nrsn2
Sox12
Zcchc3
H13
Mcts2
Id1
Bcl2l1
Tpx2
Dusp15
Pdrg1
Xkr7
Ccm2l
Tm9sf4
Tspyl3
Plagl2
Pofut1
Kif3b
2500004C02Rik
Asxl1
Nol4l
Commd7
Mapre1
Cdk5rap1
Snta1
Cbfa2t2
Necab3
E2f1
Pxmp4
Zfp341
Chmp4b
Raly
Eif2s2
Ahcy
Itch
Dynlrb1
Map1lc3a
Pigu
Trp53inp2
Ncoa6
Ggt7
Acss2
Gss
Myh7b
Trpc4ap
Edem2
Mmp24
BC029722
Eif6
Uqcc1
Cep250
Ergic3
Spag4
Rbm12
Nfs1
Romo1
Rbm39
Phf20
Scand1
Cnbd2
2900097C17Rik
Epb41l1
Aar2
Gm14169
Dlgap4
Myl9
5430405H02Rik
Rab5if
Ndrg3
Dsn1
Soga1
Samhd1
Rbl1
Rpn2
Manbal
Src
Blcap
Nnat
Ctnnbl1
Vstm2l
Tti1
Rprd1b
Tgm2
D630003M21Rik
Lbp
Snhg17
Snhg11
Gm25129
Ralgapb
Gm14204
Slc32a1
Actr5
Ppp1r16b
Fam83d
Dhx35
Mafb
Top1
Plcg1
Zhx3
Chd6
Gm45447
Ptprt
9430021M05Rik
Srsf6
L3mbtl1
Sgk2
Ift52
Tox2
Oser1
Gdap1l1
Fitm2
Ttpal
Serinc3
Pkig
Rims4
Ywhab
Tomm34
Stk4
Kcns1
Matn4
Sdc4
Sys1
Dbndd2
Pigt
Dnttip1
Snx21
Acot8
Zswim3
Zswim1
Ctsa
Pltp
Pcif1
Zfp335
Zfp335os
Slc12a5
Ncoa5
Cdh22
Slc35c2
Elmo2
Zfp334
Slc13a3
Trp53rka
Eya2
Zmynd8
Ncoa3
Sulf2
Prex1
Trp53rkb
Arfgef2
Cse1l
Stau1
Ddx27
Znfx1
Zfas1
Kcnb1
1110018N20Rik
Gm14291
B4galt5
Slc9a8
Spata2
Rnf114
Tmem189
Cebpb
Ptpn1
Pard6b
Adnp
Dpm1
Mocs3
Kcng1
Nfatc2
Atp9a
Zfp64
Tshz2
Zfp217
Bcas1
Pfdn4
Dok5
Cbln4
Fam210b
Cstf1
Rtf2
Bmp7
Rae1
Rbm38
Pmepa1
Ppp4r1l-ps
Rab22a
Vapb
Stx16
Npepl1
Gnas
Gm20721
Nelfcd
Ctsz
Atp5e
Prelid3b
Zfp831
Edn3
Gm14399
Gm14443
Gm14305
Gm14295
Gm14296
Gm14410
Gm14412
Gm14418
Zfp970
Gm14403
Gm14322
Gm14325
Gm14326
Zfp971
Zfp931
Phactr3
Sycp2
Ppp1r3d
Fam217b
Cdh4
Taf4
4921531C22Rik
Lsm14b
Psma7
Ss18l1
Mtg2
Hrh3
Osbpl2
Adrm1
Lama5
Rps21
Cables2
Slco4a1
Ntsr1
Mrgbp
Ogfr
Col9a3
Dido1
Gid8
Gm27032
Ythdf1
Nkain4
Arfgap1
9230112E08Rik
Col20a1
Chrna4
Kcnq2
Eef1a2
Ppdpf
Helz2
Gmeb2
Stmn3
Rtel1
Arfrp1
Zgpat
Slc2a4rg-ps
Zbtb46
Tpd52l2
Dnajc5
Uckl1
Zfp512b
Prpf6
Samd10
Sox18
Tcea2
Rgs19
Oprl1
Myt1
Pcmtd2
Polr3k
Nudt11
Nudt10
Shroom4
Dgkk
Clcn5
Usp27x
2010204K13Rik
Ppp1r3f
Syp
Prickle3
Plp2
Gpkow
Wdr45
Praf2
Ccdc120
Tfe3
Gripap1
Kcnd1
Otud5
Pim2
Slc35a2
Pqbp1
Timm17b
Pcsk1n
Hdac6
Suv39h1
Wdr13
Rbm3
Tbc1d25
Ebp
Porcn
Ftsj1
Slc38a5
B630019K06Rik
Lancl3
Xk
Dynlt3
Sytl5
Rpgr
Tspan7
Mid1ip1
Bcor
Atp6ap2
1810030O07Rik
Med14
AA414768
5730405O15Rik
Usp9x
Rpl3-ps1
Ddx3x
Cask
Gpr34
Maoa
Maob
Ndp
Efhc2
Fundc1
Kdm6a
Gm14636
Chst7
Slc9a7
Rp2
Jade3
Ndufb11
Rbm10
Uba1
Cdk16
Usp11
Araf
Syn1
Cfp
Elk1
Uxt
A230072C01Rik
Zfp182
Zfp300
Gm5124
Klhl13
Wdr44
Dock11
Il13ra1
Zcchc12
Lonrf3
Pgrmc1
Akap17b
Slc25a5
C330007P06Rik
Ube2a
Nkrf
Septin6
Rpl39
Upf3b
Nkap
Ndufa1
Rnf113a1
Zbtb33
Tmem255a
Lamp2
Cul4b
Mcts1
C1galt1c1
Gria3
Thoc2
Xiap
Stag2
Tenm1
Dcaf12l2
Dcaf12l1
Prr32
Smarca1
Ocrl
Apln
Sash3
Zdhhc9
Utp14a
Bcorl1
Elf4
Aifm1
Rab33a
Zfp280c
Slc25a14
Rbmx2
Enox2
Arhgap36
Igsf1
Firre
Stk26
Frmd7
Rap2c
Hs6st2
Gpc4
Gpc3
Ccdc160
Phf6
Hprt
Fam122b
Mospd1
Rtl8c
Rtl8a
Rtl8b
AW822252
Zfp449
Smim10l2a
Ints6l
Mmgt1
Slc9a6
Fhl1
Htatsf1
Arhgef6
Rbmx
Gpr101
Zic3
Fgf13
Mcf2
Atp11c
Gm715
Cdr1os
Slitrk4
Slitrk2
Fmr1
Aff2
Ids
1110012L19Rik
Tmem185a
Mamld1
Mtm1
Mtmr1
Cd99l2
Hmgb3
Vma21
Prrg3
Gabra3
Gabrq
Cetn2
Nsdhl
Zfp185
Pnma3
Xlr3b
F8a
Zfp275
Zfp92
Haus7
Bgn
Atp2b3
Pnck
Slc6a8
Bcap31
Abcd1
Plxnb3
Srpk3
Idh3g
Ssr4
Pdzd4
L1cam
Arhgap4
Naa10
Renbp
Hcfc1
Irak1
Mecp2
Flna
Emd
Rpl10
Taz
Atp6ap1
Gdi1
Fam50a
Plxna3
Lage3
Ubl4a
Slc10a3
Fam3a
Ikbkg
G6pdx
Gab3
Dkc1
Mpp1
F8
Fundc2
Cmc4
Mtcp1
Brcc3
Vbp1
Rab39b
4933407K13Rik
Pls3
Tbl1x
Prkx
Prrg1
Cfap47
Tmem47
Dmd
Tab3
Gk
Il1rapl1
Arx
Pola1
Pcyt1b
Pdk3
Zfx
Eif2s3x
Klhl15
Apoo
Gm14827
Maged1
Gspt2
Zxdb
Arhgef9
Amer1
Zc4h2
Zc3h12b
Las1l
Msn
Heph
Gpr165
Ar
Ophn1
Yipf6
Stard8
Efnb1
Pja1
Tmem28
Eda
Igbp1
Pdzd11
Kif4
Gdpd2
Dlg3
Slc7a3
Snx12
